,ImageName,label_name,label
3200,./data/NEU-CLS-64/cr/546.jpg,cr,0
3336,./data/NEU-CLS-64/cr/179.jpg,cr,0
1044,./data/NEU-CLS-64/sc/96.jpg,sc,7
4782,./data/NEU-CLS-64/rs/82.jpg,rs,6
5244,./data/NEU-CLS-64/ps/210.jpg,ps,4
1802,./data/NEU-CLS-64/in/674.jpg,in,2
1665,./data/NEU-CLS-64/in/576.jpg,in,2
3473,./data/NEU-CLS-64/cr/345.jpg,cr,0
2995,./data/NEU-CLS-64/cr/693.jpg,cr,0
1019,./data/NEU-CLS-64/sc/432.jpg,sc,7
323,./data/NEU-CLS-64/sp/41.jpg,sp,8
5835,./data/NEU-CLS-64/ps/378.jpg,ps,4
1464,./data/NEU-CLS-64/gg/151.jpg,gg,1
5293,./data/NEU-CLS-64/ps/302.jpg,ps,4
3742,./data/NEU-CLS-64/rs/1585.jpg,rs,6
387,./data/NEU-CLS-64/sp/352.jpg,sp,8
140,./data/NEU-CLS-64/sp/260.jpg,sp,8
2765,./data/NEU-CLS-64/cr/338.jpg,cr,0
5077,./data/NEU-CLS-64/rs/1404.jpg,rs,6
2657,./data/NEU-CLS-64/cr/102.jpg,cr,0
886,./data/NEU-CLS-64/sc/668.jpg,sc,7
5765,./data/NEU-CLS-64/ps/93.jpg,ps,4
1706,./data/NEU-CLS-64/in/262.jpg,in,2
6963,./data/NEU-CLS-64/pa/393.jpg,pa,3
4708,./data/NEU-CLS-64/rs/786.jpg,rs,6
1922,./data/NEU-CLS-64/in/731.jpg,in,2
6799,./data/NEU-CLS-64/pa/197.jpg,pa,3
3239,./data/NEU-CLS-64/cr/69.jpg,cr,0
3080,./data/NEU-CLS-64/cr/30.jpg,cr,0
2833,./data/NEU-CLS-64/cr/1042.jpg,cr,0
3104,./data/NEU-CLS-64/cr/509.jpg,cr,0
6206,./data/NEU-CLS-64/pa/128.jpg,pa,3
5877,./data/NEU-CLS-64/ps/184.jpg,ps,4
6881,./data/NEU-CLS-64/pa/623.jpg,pa,3
1498,./data/NEU-CLS-64/gg/231.jpg,gg,1
7054,./data/NEU-CLS-64/rp/170.jpg,rp,5
6903,./data/NEU-CLS-64/pa/780.jpg,pa,3
619,./data/NEU-CLS-64/sc/115.jpg,sc,7
3067,./data/NEU-CLS-64/cr/133.jpg,cr,0
3453,./data/NEU-CLS-64/cr/755.jpg,cr,0
1803,./data/NEU-CLS-64/in/112.jpg,in,2
5724,./data/NEU-CLS-64/ps/753.jpg,ps,4
4903,./data/NEU-CLS-64/rs/582.jpg,rs,6
5679,./data/NEU-CLS-64/ps/397.jpg,ps,4
6953,./data/NEU-CLS-64/pa/813.jpg,pa,3
7124,./data/NEU-CLS-64/rp/136.jpg,rp,5
5718,./data/NEU-CLS-64/ps/550.jpg,ps,4
2940,./data/NEU-CLS-64/cr/1104.jpg,cr,0
1341,./data/NEU-CLS-64/gg/281.jpg,gg,1
2338,./data/NEU-CLS-64/cr/361.jpg,cr,0
3338,./data/NEU-CLS-64/cr/390.jpg,cr,0
1488,./data/NEU-CLS-64/gg/1.jpg,gg,1
2615,./data/NEU-CLS-64/cr/909.jpg,cr,0
1063,./data/NEU-CLS-64/sc/550.jpg,sc,7
5210,./data/NEU-CLS-64/ps/64.jpg,ps,4
5049,./data/NEU-CLS-64/rs/580.jpg,rs,6
1184,./data/NEU-CLS-64/sc/741.jpg,sc,7
5241,./data/NEU-CLS-64/ps/204.jpg,ps,4
1872,./data/NEU-CLS-64/in/727.jpg,in,2
5851,./data/NEU-CLS-64/ps/782.jpg,ps,4
675,./data/NEU-CLS-64/sc/705.jpg,sc,7
4062,./data/NEU-CLS-64/rs/329.jpg,rs,6
1018,./data/NEU-CLS-64/sc/591.jpg,sc,7
2238,./data/NEU-CLS-64/in/393.jpg,in,2
1450,./data/NEU-CLS-64/gg/97.jpg,gg,1
5419,./data/NEU-CLS-64/ps/677.jpg,ps,4
4654,./data/NEU-CLS-64/rs/1301.jpg,rs,6
5251,./data/NEU-CLS-64/ps/628.jpg,ps,4
611,./data/NEU-CLS-64/sc/9.jpg,sc,7
7125,./data/NEU-CLS-64/rp/23.jpg,rp,5
6269,./data/NEU-CLS-64/pa/1124.jpg,pa,3
6378,./data/NEU-CLS-64/pa/266.jpg,pa,3
2390,./data/NEU-CLS-64/cr/767.jpg,cr,0
3313,./data/NEU-CLS-64/cr/828.jpg,cr,0
5178,./data/NEU-CLS-64/ps/414.jpg,ps,4
3517,./data/NEU-CLS-64/rs/1186.jpg,rs,6
151,./data/NEU-CLS-64/sp/12.jpg,sp,8
2963,./data/NEU-CLS-64/cr/730.jpg,cr,0
3800,./data/NEU-CLS-64/rs/1395.jpg,rs,6
3380,./data/NEU-CLS-64/cr/583.jpg,cr,0
2766,./data/NEU-CLS-64/cr/462.jpg,cr,0
340,./data/NEU-CLS-64/sp/236.jpg,sp,8
2869,./data/NEU-CLS-64/cr/1107.jpg,cr,0
4554,./data/NEU-CLS-64/rs/26.jpg,rs,6
747,./data/NEU-CLS-64/sc/299.jpg,sc,7
7202,./data/NEU-CLS-64/rp/150.jpg,rp,5
4050,./data/NEU-CLS-64/rs/513.jpg,rs,6
6783,./data/NEU-CLS-64/pa/618.jpg,pa,3
3976,./data/NEU-CLS-64/rs/882.jpg,rs,6
5368,./data/NEU-CLS-64/ps/270.jpg,ps,4
4539,./data/NEU-CLS-64/rs/325.jpg,rs,6
3450,./data/NEU-CLS-64/cr/769.jpg,cr,0
3423,./data/NEU-CLS-64/cr/393.jpg,cr,0
3660,./data/NEU-CLS-64/rs/1027.jpg,rs,6
3767,./data/NEU-CLS-64/rs/398.jpg,rs,6
2580,./data/NEU-CLS-64/cr/14.jpg,cr,0
4012,./data/NEU-CLS-64/rs/300.jpg,rs,6
3070,./data/NEU-CLS-64/cr/872.jpg,cr,0
169,./data/NEU-CLS-64/sp/39.jpg,sp,8
5043,./data/NEU-CLS-64/rs/225.jpg,rs,6
1169,./data/NEU-CLS-64/sc/344.jpg,sc,7
6792,./data/NEU-CLS-64/pa/55.jpg,pa,3
3891,./data/NEU-CLS-64/rs/840.jpg,rs,6
1930,./data/NEU-CLS-64/in/268.jpg,in,2
5462,./data/NEU-CLS-64/ps/323.jpg,ps,4
312,./data/NEU-CLS-64/sp/156.jpg,sp,8
4362,./data/NEU-CLS-64/rs/1304.jpg,rs,6
2130,./data/NEU-CLS-64/in/593.jpg,in,2
2985,./data/NEU-CLS-64/cr/1105.jpg,cr,0
7053,./data/NEU-CLS-64/rp/65.jpg,rp,5
4018,./data/NEU-CLS-64/rs/1092.jpg,rs,6
4633,./data/NEU-CLS-64/rs/454.jpg,rs,6
1006,./data/NEU-CLS-64/sc/547.jpg,sc,7
6577,./data/NEU-CLS-64/pa/668.jpg,pa,3
4382,./data/NEU-CLS-64/rs/1474.jpg,rs,6
6039,./data/NEU-CLS-64/pa/762.jpg,pa,3
2190,./data/NEU-CLS-64/in/227.jpg,in,2
5386,./data/NEU-CLS-64/ps/662.jpg,ps,4
377,./data/NEU-CLS-64/sp/421.jpg,sp,8
3969,./data/NEU-CLS-64/rs/1480.jpg,rs,6
1634,./data/NEU-CLS-64/in/58.jpg,in,2
6802,./data/NEU-CLS-64/pa/168.jpg,pa,3
5962,./data/NEU-CLS-64/pa/1032.jpg,pa,3
2535,./data/NEU-CLS-64/cr/775.jpg,cr,0
5400,./data/NEU-CLS-64/ps/266.jpg,ps,4
995,./data/NEU-CLS-64/sc/396.jpg,sc,7
3488,./data/NEU-CLS-64/cr/806.jpg,cr,0
6919,./data/NEU-CLS-64/pa/540.jpg,pa,3
4351,./data/NEU-CLS-64/rs/492.jpg,rs,6
77,./data/NEU-CLS-64/sp/159.jpg,sp,8
4191,./data/NEU-CLS-64/rs/662.jpg,rs,6
1322,./data/NEU-CLS-64/gg/11.jpg,gg,1
4102,./data/NEU-CLS-64/rs/1134.jpg,rs,6
5420,./data/NEU-CLS-64/ps/663.jpg,ps,4
5736,./data/NEU-CLS-64/ps/343.jpg,ps,4
5437,./data/NEU-CLS-64/ps/444.jpg,ps,4
4268,./data/NEU-CLS-64/rs/10.jpg,rs,6
2376,./data/NEU-CLS-64/cr/363.jpg,cr,0
1863,./data/NEU-CLS-64/in/295.jpg,in,2
4741,./data/NEU-CLS-64/rs/1165.jpg,rs,6
3775,./data/NEU-CLS-64/rs/1383.jpg,rs,6
3883,./data/NEU-CLS-64/rs/827.jpg,rs,6
831,./data/NEU-CLS-64/sc/137.jpg,sc,7
4389,./data/NEU-CLS-64/rs/1138.jpg,rs,6
2690,./data/NEU-CLS-64/cr/507.jpg,cr,0
3496,./data/NEU-CLS-64/rs/77.jpg,rs,6
3231,./data/NEU-CLS-64/cr/57.jpg,cr,0
4126,./data/NEU-CLS-64/rs/932.jpg,rs,6
632,./data/NEU-CLS-64/sc/707.jpg,sc,7
2009,./data/NEU-CLS-64/in/657.jpg,in,2
2718,./data/NEU-CLS-64/cr/846.jpg,cr,0
2283,./data/NEU-CLS-64/cr/823.jpg,cr,0
3270,./data/NEU-CLS-64/cr/975.jpg,cr,0
6044,./data/NEU-CLS-64/pa/987.jpg,pa,3
4843,./data/NEU-CLS-64/rs/357.jpg,rs,6
3687,./data/NEU-CLS-64/rs/835.jpg,rs,6
3157,./data/NEU-CLS-64/cr/95.jpg,cr,0
2845,./data/NEU-CLS-64/cr/677.jpg,cr,0
2603,./data/NEU-CLS-64/cr/1085.jpg,cr,0
3771,./data/NEU-CLS-64/rs/603.jpg,rs,6
5798,./data/NEU-CLS-64/ps/346.jpg,ps,4
4725,./data/NEU-CLS-64/rs/977.jpg,rs,6
1089,./data/NEU-CLS-64/sc/169.jpg,sc,7
4927,./data/NEU-CLS-64/rs/1229.jpg,rs,6
4716,./data/NEU-CLS-64/rs/778.jpg,rs,6
6087,./data/NEU-CLS-64/pa/629.jpg,pa,3
5981,./data/NEU-CLS-64/pa/969.jpg,pa,3
2859,./data/NEU-CLS-64/cr/691.jpg,cr,0
4330,./data/NEU-CLS-64/rs/1264.jpg,rs,6
4887,./data/NEU-CLS-64/rs/637.jpg,rs,6
3713,./data/NEU-CLS-64/rs/372.jpg,rs,6
3247,./data/NEU-CLS-64/cr/154.jpg,cr,0
3679,./data/NEU-CLS-64/rs/1437.jpg,rs,6
155,./data/NEU-CLS-64/sp/305.jpg,sp,8
3519,./data/NEU-CLS-64/rs/374.jpg,rs,6
3779,./data/NEU-CLS-64/rs/1368.jpg,rs,6
372,./data/NEU-CLS-64/sp/390.jpg,sp,8
1327,./data/NEU-CLS-64/gg/266.jpg,gg,1
4143,./data/NEU-CLS-64/rs/1531.jpg,rs,6
638,./data/NEU-CLS-64/sc/276.jpg,sc,7
361,./data/NEU-CLS-64/sp/192.jpg,sp,8
1882,./data/NEU-CLS-64/in/451.jpg,in,2
4297,./data/NEU-CLS-64/rs/487.jpg,rs,6
7222,./data/NEU-CLS-64/rp/52.jpg,rp,5
4601,./data/NEU-CLS-64/rs/1089.jpg,rs,6
4085,./data/NEU-CLS-64/rs/1444.jpg,rs,6
6775,./data/NEU-CLS-64/pa/368.jpg,pa,3
6009,./data/NEU-CLS-64/pa/75.jpg,pa,3
86,./data/NEU-CLS-64/sp/72.jpg,sp,8
495,./data/NEU-CLS-64/sc/411.jpg,sc,7
2363,./data/NEU-CLS-64/cr/613.jpg,cr,0
565,./data/NEU-CLS-64/sc/58.jpg,sc,7
1065,./data/NEU-CLS-64/sc/746.jpg,sc,7
4078,./data/NEU-CLS-64/rs/1440.jpg,rs,6
4254,./data/NEU-CLS-64/rs/307.jpg,rs,6
3034,./data/NEU-CLS-64/cr/720.jpg,cr,0
952,./data/NEU-CLS-64/sc/247.jpg,sc,7
3669,./data/NEU-CLS-64/rs/1153.jpg,rs,6
4025,./data/NEU-CLS-64/rs/923.jpg,rs,6
3863,./data/NEU-CLS-64/rs/416.jpg,rs,6
3376,./data/NEU-CLS-64/cr/226.jpg,cr,0
5228,./data/NEU-CLS-64/ps/588.jpg,ps,4
3122,./data/NEU-CLS-64/cr/1077.jpg,cr,0
4339,./data/NEU-CLS-64/rs/519.jpg,rs,6
289,./data/NEU-CLS-64/sp/95.jpg,sp,8
2846,./data/NEU-CLS-64/cr/663.jpg,cr,0
196,./data/NEU-CLS-64/sp/295.jpg,sp,8
792,./data/NEU-CLS-64/sc/295.jpg,sc,7
963,./data/NEU-CLS-64/sc/285.jpg,sc,7
5257,./data/NEU-CLS-64/ps/73.jpg,ps,4
2483,./data/NEU-CLS-64/cr/1195.jpg,cr,0
1028,./data/NEU-CLS-64/sc/624.jpg,sc,7
6207,./data/NEU-CLS-64/pa/882.jpg,pa,3
7072,./data/NEU-CLS-64/rp/98.jpg,rp,5
3551,./data/NEU-CLS-64/rs/1540.jpg,rs,6
6274,./data/NEU-CLS-64/pa/117.jpg,pa,3
6590,./data/NEU-CLS-64/pa/1061.jpg,pa,3
3648,./data/NEU-CLS-64/rs/969.jpg,rs,6
1625,./data/NEU-CLS-64/in/373.jpg,in,2
3090,./data/NEU-CLS-64/cr/1102.jpg,cr,0
1036,./data/NEU-CLS-64/sc/57.jpg,sc,7
2008,./data/NEU-CLS-64/in/131.jpg,in,2
6722,./data/NEU-CLS-64/pa/619.jpg,pa,3
7149,./data/NEU-CLS-64/rp/56.jpg,rp,5
3278,./data/NEU-CLS-64/cr/747.jpg,cr,0
626,./data/NEU-CLS-64/sc/539.jpg,sc,7
982,./data/NEU-CLS-64/sc/42.jpg,sc,7
6319,./data/NEU-CLS-64/pa/933.jpg,pa,3
2250,./data/NEU-CLS-64/in/218.jpg,in,2
2548,./data/NEU-CLS-64/cr/204.jpg,cr,0
5299,./data/NEU-CLS-64/ps/128.jpg,ps,4
628,./data/NEU-CLS-64/sc/277.jpg,sc,7
6829,./data/NEU-CLS-64/pa/746.jpg,pa,3
1054,./data/NEU-CLS-64/sc/356.jpg,sc,7
5128,./data/NEU-CLS-64/ps/60.jpg,ps,4
794,./data/NEU-CLS-64/sc/518.jpg,sc,7
3919,./data/NEU-CLS-64/rs/1052.jpg,rs,6
3932,./data/NEU-CLS-64/rs/1244.jpg,rs,6
3735,./data/NEU-CLS-64/rs/776.jpg,rs,6
3812,./data/NEU-CLS-64/rs/365.jpg,rs,6
5283,./data/NEU-CLS-64/ps/712.jpg,ps,4
4481,./data/NEU-CLS-64/rs/126.jpg,rs,6
1711,./data/NEU-CLS-64/in/289.jpg,in,2
478,./data/NEU-CLS-64/sc/605.jpg,sc,7
4790,./data/NEU-CLS-64/rs/381.jpg,rs,6
5927,./data/NEU-CLS-64/pa/413.jpg,pa,3
7161,./data/NEU-CLS-64/rp/181.jpg,rp,5
1020,./data/NEU-CLS-64/sc/354.jpg,sc,7
2030,./data/NEU-CLS-64/in/520.jpg,in,2
5684,./data/NEU-CLS-64/ps/142.jpg,ps,4
1811,./data/NEU-CLS-64/in/676.jpg,in,2
4428,./data/NEU-CLS-64/rs/917.jpg,rs,6
2471,./data/NEU-CLS-64/cr/1208.jpg,cr,0
6284,./data/NEU-CLS-64/pa/846.jpg,pa,3
5573,./data/NEU-CLS-64/ps/655.jpg,ps,4
6080,./data/NEU-CLS-64/pa/72.jpg,pa,3
5427,./data/NEU-CLS-64/ps/685.jpg,ps,4
6725,./data/NEU-CLS-64/pa/143.jpg,pa,3
238,./data/NEU-CLS-64/sp/126.jpg,sp,8
2353,./data/NEU-CLS-64/cr/76.jpg,cr,0
2134,./data/NEU-CLS-64/in/550.jpg,in,2
584,./data/NEU-CLS-64/sc/205.jpg,sc,7
6107,./data/NEU-CLS-64/pa/749.jpg,pa,3
1763,./data/NEU-CLS-64/in/659.jpg,in,2
860,./data/NEU-CLS-64/sc/297.jpg,sc,7
1543,./data/NEU-CLS-64/in/349.jpg,in,2
942,./data/NEU-CLS-64/sc/327.jpg,sc,7
6464,./data/NEU-CLS-64/pa/257.jpg,pa,3
6594,./data/NEU-CLS-64/pa/522.jpg,pa,3
7167,./data/NEU-CLS-64/rp/41.jpg,rp,5
3549,./data/NEU-CLS-64/rs/1232.jpg,rs,6
3265,./data/NEU-CLS-64/cr/222.jpg,cr,0
3559,./data/NEU-CLS-64/rs/229.jpg,rs,6
4894,./data/NEU-CLS-64/rs/390.jpg,rs,6
588,./data/NEU-CLS-64/sc/749.jpg,sc,7
6913,./data/NEU-CLS-64/pa/795.jpg,pa,3
2322,./data/NEU-CLS-64/cr/759.jpg,cr,0
5846,./data/NEU-CLS-64/ps/740.jpg,ps,4
5285,./data/NEU-CLS-64/ps/504.jpg,ps,4
6600,./data/NEU-CLS-64/pa/720.jpg,pa,3
6336,./data/NEU-CLS-64/pa/1109.jpg,pa,3
3058,./data/NEU-CLS-64/cr/480.jpg,cr,0
6972,./data/NEU-CLS-64/pa/1015.jpg,pa,3
6515,./data/NEU-CLS-64/pa/1070.jpg,pa,3
349,./data/NEU-CLS-64/sp/394.jpg,sp,8
4385,./data/NEU-CLS-64/rs/889.jpg,rs,6
6912,./data/NEU-CLS-64/pa/965.jpg,pa,3
3307,./data/NEU-CLS-64/cr/633.jpg,cr,0
1830,./data/NEU-CLS-64/in/267.jpg,in,2
2934,./data/NEU-CLS-64/cr/889.jpg,cr,0
6491,./data/NEU-CLS-64/pa/20.jpg,pa,3
4651,./data/NEU-CLS-64/rs/1329.jpg,rs,6
5063,./data/NEU-CLS-64/rs/609.jpg,rs,6
6219,./data/NEU-CLS-64/pa/658.jpg,pa,3
3936,./data/NEU-CLS-64/rs/713.jpg,rs,6
2906,./data/NEU-CLS-64/cr/451.jpg,cr,0
5993,./data/NEU-CLS-64/pa/362.jpg,pa,3
6013,./data/NEU-CLS-64/pa/831.jpg,pa,3
336,./data/NEU-CLS-64/sp/430.jpg,sp,8
6622,./data/NEU-CLS-64/pa/457.jpg,pa,3
331,./data/NEU-CLS-64/sp/140.jpg,sp,8
1378,./data/NEU-CLS-64/gg/278.jpg,gg,1
729,./data/NEU-CLS-64/sc/106.jpg,sc,7
3051,./data/NEU-CLS-64/cr/1074.jpg,cr,0
2389,./data/NEU-CLS-64/cr/997.jpg,cr,0
5700,./data/NEU-CLS-64/ps/168.jpg,ps,4
581,./data/NEU-CLS-64/sc/588.jpg,sc,7
5930,./data/NEU-CLS-64/pa/407.jpg,pa,3
6999,./data/NEU-CLS-64/pa/231.jpg,pa,3
4120,./data/NEU-CLS-64/rs/1256.jpg,rs,6
91,./data/NEU-CLS-64/sp/365.jpg,sp,8
12,./data/NEU-CLS-64/sp/214.jpg,sp,8
1321,./data/NEU-CLS-64/gg/39.jpg,gg,1
5919,./data/NEU-CLS-64/pa/201.jpg,pa,3
6746,./data/NEU-CLS-64/pa/962.jpg,pa,3
73,./data/NEU-CLS-64/sp/401.jpg,sp,8
136,./data/NEU-CLS-64/sp/328.jpg,sp,8
3369,./data/NEU-CLS-64/cr/795.jpg,cr,0
6528,./data/NEU-CLS-64/pa/731.jpg,pa,3
2507,./data/NEU-CLS-64/cr/832.jpg,cr,0
5646,./data/NEU-CLS-64/ps/341.jpg,ps,4
6778,./data/NEU-CLS-64/pa/156.jpg,pa,3
6409,./data/NEU-CLS-64/pa/139.jpg,pa,3
3430,./data/NEU-CLS-64/cr/378.jpg,cr,0
6996,./data/NEU-CLS-64/pa/225.jpg,pa,3
3440,./data/NEU-CLS-64/cr/218.jpg,cr,0
2633,./data/NEU-CLS-64/cr/1127.jpg,cr,0
3085,./data/NEU-CLS-64/cr/657.jpg,cr,0
3168,./data/NEU-CLS-64/cr/341.jpg,cr,0
3196,./data/NEU-CLS-64/cr/1207.jpg,cr,0
4516,./data/NEU-CLS-64/rs/709.jpg,rs,6
6869,./data/NEU-CLS-64/pa/6.jpg,pa,3
32,./data/NEU-CLS-64/sp/175.jpg,sp,8
5153,./data/NEU-CLS-64/ps/564.jpg,ps,4
3106,./data/NEU-CLS-64/cr/938.jpg,cr,0
1073,./data/NEU-CLS-64/sc/579.jpg,sc,7
3205,./data/NEU-CLS-64/cr/1011.jpg,cr,0
6455,./data/NEU-CLS-64/pa/726.jpg,pa,3
5990,./data/NEU-CLS-64/pa/1027.jpg,pa,3
1996,./data/NEU-CLS-64/in/133.jpg,in,2
6911,./data/NEU-CLS-64/pa/971.jpg,pa,3
4152,./data/NEU-CLS-64/rs/1041.jpg,rs,6
6774,./data/NEU-CLS-64/pa/426.jpg,pa,3
1558,./data/NEU-CLS-64/in/175.jpg,in,2
1364,./data/NEU-CLS-64/gg/268.jpg,gg,1
3615,./data/NEU-CLS-64/rs/1185.jpg,rs,6
4181,./data/NEU-CLS-64/rs/39.jpg,rs,6
3566,./data/NEU-CLS-64/rs/375.jpg,rs,6
5859,./data/NEU-CLS-64/ps/594.jpg,ps,4
2223,./data/NEU-CLS-64/in/187.jpg,in,2
6521,./data/NEU-CLS-64/pa/241.jpg,pa,3
1563,./data/NEU-CLS-64/in/377.jpg,in,2
433,./data/NEU-CLS-64/sp/147.jpg,sp,8
6639,./data/NEU-CLS-64/pa/696.jpg,pa,3
4728,./data/NEU-CLS-64/rs/234.jpg,rs,6
5406,./data/NEU-CLS-64/ps/529.jpg,ps,4
166,./data/NEU-CLS-64/sp/106.jpg,sp,8
1434,./data/NEU-CLS-64/gg/41.jpg,gg,1
193,./data/NEU-CLS-64/sp/134.jpg,sp,8
4483,./data/NEU-CLS-64/rs/640.jpg,rs,6
4690,./data/NEU-CLS-64/rs/1038.jpg,rs,6
2532,./data/NEU-CLS-64/cr/239.jpg,cr,0
5069,./data/NEU-CLS-64/rs/621.jpg,rs,6
5413,./data/NEU-CLS-64/ps/475.jpg,ps,4
2793,./data/NEU-CLS-64/cr/676.jpg,cr,0
357,./data/NEU-CLS-64/sp/196.jpg,sp,8
1612,./data/NEU-CLS-64/in/574.jpg,in,2
6752,./data/NEU-CLS-64/pa/745.jpg,pa,3
4868,./data/NEU-CLS-64/rs/814.jpg,rs,6
79,./data/NEU-CLS-64/sp/171.jpg,sp,8
5138,./data/NEU-CLS-64/ps/411.jpg,ps,4
725,./data/NEU-CLS-64/sc/310.jpg,sc,7
5580,./data/NEU-CLS-64/ps/18.jpg,ps,4
2476,./data/NEU-CLS-64/cr/575.jpg,cr,0
3982,./data/NEU-CLS-64/rs/1331.jpg,rs,6
3411,./data/NEU-CLS-64/cr/53.jpg,cr,0
766,./data/NEU-CLS-64/sc/307.jpg,sc,7
3238,./data/NEU-CLS-64/cr/801.jpg,cr,0
5188,./data/NEU-CLS-64/ps/789.jpg,ps,4
3480,./data/NEU-CLS-64/cr/609.jpg,cr,0
2129,./data/NEU-CLS-64/in/587.jpg,in,2
6340,./data/NEU-CLS-64/pa/884.jpg,pa,3
5310,./data/NEU-CLS-64/ps/328.jpg,ps,4
484,./data/NEU-CLS-64/sc/74.jpg,sc,7
2980,./data/NEU-CLS-64/cr/452.jpg,cr,0
1155,./data/NEU-CLS-64/sc/191.jpg,sc,7
6772,./data/NEU-CLS-64/pa/354.jpg,pa,3
5323,./data/NEU-CLS-64/ps/711.jpg,ps,4
2540,./data/NEU-CLS-64/cr/984.jpg,cr,0
3925,./data/NEU-CLS-64/rs/1091.jpg,rs,6
1725,./data/NEU-CLS-64/in/17.jpg,in,2
225,./data/NEU-CLS-64/sp/268.jpg,sp,8
2924,./data/NEU-CLS-64/cr/860.jpg,cr,0
2526,./data/NEU-CLS-64/cr/588.jpg,cr,0
5972,./data/NEU-CLS-64/pa/968.jpg,pa,3
3776,./data/NEU-CLS-64/rs/617.jpg,rs,6
2173,./data/NEU-CLS-64/in/151.jpg,in,2
2431,./data/NEU-CLS-64/cr/831.jpg,cr,0
1305,./data/NEU-CLS-64/gg/249.jpg,gg,1
6108,./data/NEU-CLS-64/pa/991.jpg,pa,3
3107,./data/NEU-CLS-64/cr/910.jpg,cr,0
4576,./data/NEU-CLS-64/rs/870.jpg,rs,6
4486,./data/NEU-CLS-64/rs/1101.jpg,rs,6
1112,./data/NEU-CLS-64/sc/353.jpg,sc,7
3147,./data/NEU-CLS-64/cr/681.jpg,cr,0
82,./data/NEU-CLS-64/sp/58.jpg,sp,8
3927,./data/NEU-CLS-64/rs/934.jpg,rs,6
311,./data/NEU-CLS-64/sp/383.jpg,sp,8
2617,./data/NEU-CLS-64/cr/935.jpg,cr,0
4562,./data/NEU-CLS-64/rs/1302.jpg,rs,6
598,./data/NEU-CLS-64/sc/370.jpg,sc,7
2569,./data/NEU-CLS-64/cr/166.jpg,cr,0
439,./data/NEU-CLS-64/sc/189.jpg,sc,7
351,./data/NEU-CLS-64/sp/155.jpg,sp,8
1848,./data/NEU-CLS-64/in/35.jpg,in,2
3315,./data/NEU-CLS-64/cr/196.jpg,cr,0
3794,./data/NEU-CLS-64/rs/66.jpg,rs,6
479,./data/NEU-CLS-64/sc/163.jpg,sc,7
6327,./data/NEU-CLS-64/pa/1096.jpg,pa,3
6215,./data/NEU-CLS-64/pa/857.jpg,pa,3
7068,./data/NEU-CLS-64/rp/99.jpg,rp,5
3984,./data/NEU-CLS-64/rs/1319.jpg,rs,6
7015,./data/NEU-CLS-64/pa/85.jpg,pa,3
3416,./data/NEU-CLS-64/cr/634.jpg,cr,0
7044,./data/NEU-CLS-64/rp/161.jpg,rp,5
3081,./data/NEU-CLS-64/cr/870.jpg,cr,0
6831,./data/NEU-CLS-64/pa/753.jpg,pa,3
2943,./data/NEU-CLS-64/cr/309.jpg,cr,0
6786,./data/NEU-CLS-64/pa/181.jpg,pa,3
2085,./data/NEU-CLS-64/in/234.jpg,in,2
1106,./data/NEU-CLS-64/sc/93.jpg,sc,7
3907,./data/NEU-CLS-64/rs/673.jpg,rs,6
4055,./data/NEU-CLS-64/rs/1044.jpg,rs,6
657,./data/NEU-CLS-64/sc/670.jpg,sc,7
2744,./data/NEU-CLS-64/cr/259.jpg,cr,0
5949,./data/NEU-CLS-64/pa/808.jpg,pa,3
4504,./data/NEU-CLS-64/rs/278.jpg,rs,6
2731,./data/NEU-CLS-64/cr/477.jpg,cr,0
2528,./data/NEU-CLS-64/cr/577.jpg,cr,0
1557,./data/NEU-CLS-64/in/613.jpg,in,2
1309,./data/NEU-CLS-64/gg/12.jpg,gg,1
296,./data/NEU-CLS-64/sp/427.jpg,sp,8
3770,./data/NEU-CLS-64/rs/159.jpg,rs,6
1844,./data/NEU-CLS-64/in/10.jpg,in,2
504,./data/NEU-CLS-64/sc/773.jpg,sc,7
6154,./data/NEU-CLS-64/pa/667.jpg,pa,3
322,./data/NEU-CLS-64/sp/7.jpg,sp,8
2356,./data/NEU-CLS-64/cr/74.jpg,cr,0
5040,./data/NEU-CLS-64/rs/1202.jpg,rs,6
5349,./data/NEU-CLS-64/ps/488.jpg,ps,4
1846,./data/NEU-CLS-64/in/38.jpg,in,2
3722,./data/NEU-CLS-64/rs/212.jpg,rs,6
5955,./data/NEU-CLS-64/pa/388.jpg,pa,3
2599,./data/NEU-CLS-64/cr/1046.jpg,cr,0
840,./data/NEU-CLS-64/sc/321.jpg,sc,7
5717,./data/NEU-CLS-64/ps/544.jpg,ps,4
4232,./data/NEU-CLS-64/rs/1283.jpg,rs,6
5732,./data/NEU-CLS-64/ps/579.jpg,ps,4
5777,./data/NEU-CLS-64/ps/541.jpg,ps,4
2023,./data/NEU-CLS-64/in/247.jpg,in,2
5508,./data/NEU-CLS-64/ps/268.jpg,ps,4
1931,./data/NEU-CLS-64/in/297.jpg,in,2
476,./data/NEU-CLS-64/sc/611.jpg,sc,7
204,./data/NEU-CLS-64/sp/337.jpg,sp,8
3082,./data/NEU-CLS-64/cr/643.jpg,cr,0
7136,./data/NEU-CLS-64/rp/24.jpg,rp,5
2789,./data/NEU-CLS-64/cr/851.jpg,cr,0
4702,./data/NEU-CLS-64/rs/962.jpg,rs,6
3230,./data/NEU-CLS-64/cr/817.jpg,cr,0
